Car_VIN,Brand,Model,Year,Engine_Size,Fuel_Type,Price
VIN14LNVSHSN4TTE0,Ford,F-150,2006,2.4,Petrol,37202.59
VIN67QAEEVR30XATW,BMW,5 Series,2016,2.1,Petrol,48233.59
VINOI9L7KIATOEH64,Volkswagen,ID.3,2019,0.056784917,Electric,31042.06
VIN9IVSXS4H4NSBB6,BMW,X3,2013,2.9,Petrol,57440.03
VINMTUARQ570P0M7Y,Hyundai,Ioniq,2012,3.5,Petrol,41701.12
VINB2UEBW10LFPRRW,Audi,Q5,2017,2.9,Diesel,31802.72
VINBL5MY9TY6I7SGC,Hyundai,Santa Fe,2008,1.3,Diesel,24667.8
VINS4H6SCHWZ4S1KW,Audi,A4,2023,1.9,Hybrid,48677.74
VIN5VRVPV7D8TS34P,Hyundai,Santa Fe,2018,1.7,Petrol,57404.99
VINKM4N0B2BSE0I2B,Audi,A4,2009,1,Hybrid,
VINNF157DXALB34AN,Tesla,Model Y,2004,0.095023839,Electric,73412.15
VIN97J8402JZW9E9L,Volkswagen,Golf,2003,1.2,Diesel,40964.54
VIN5AY8FFEI3UXT1D,BMW,X3,2022,2.6,Hybrid,35334.61
VINZ8F19RQ3O4JISK,Toyota,Highlander,2013,3.3,Hybrid,34091.9
VIN5UXQ18VUDR1XDC,BMW,X3,2013,2.9,Petrol,25691.92
VINFIFZN4AVIA29MD,Tesla,Model 3,2021,0.082511297,Electric,35639.65
VINZNT47419NPHED3,BMW,X5,2007,1.7,Diesel,21565.16
VINN2XUU2EA3NZAKD,Volkswagen,Golf,2008,1.2,Diesel,40656.89
VIN6KKO3KF190FLMO,Chevrolet,Equinox,2019,1.5,Hybrid,36556.06
VINIQ9H4T95KTAXK2,Ford,Explorer,2015,1.8,Petrol,43395.92
VINM91HEGSW4WGEG4,Nissan,Leaf,2010,1.9,Electric,32246.94
VIN5MM6PA0QYGHRXL,Nissan,Sentra,2015,2.1,Petrol,40932.44
VIN94DMQQRLR16CHX,Toyota,Highlander,2004,2.9,Diesel,51908.29
VINH50EMUI6XXV8PK,Chevrolet,Malibu,2012,1.7,Diesel,43326.29
VINGAIBEEQVDCOYPZ,Nissan,Sentra,2007,2.3,Hybrid,
VINTQZQ3JNDPZGXFA,Nissan,Rogue,2021,1.2,Hybrid,46355.93
VIN7ZW8VLRE7DUF2A,Toyota,Highlander,2003,1.5,Diesel,24228.65
VINERFBXR6WRS1I7Q,Volkswagen,ID.4,2018,0.006086612,Electric,58682.76
VINOPNHQUNAFK1BFY,BMW,X3,2007,3.4,Petrol,59394.89
VINB8RM577SN8D9M3,Volkswagen,Passat,2011,3.2,Petrol,32480.38
VINY697JLENSMDPHS,Toyota,Corolla,2005,1.3,Diesel,47084.9
VINHWSCP56044CRK1,Ford,Mustang,2015,3.3,Petrol,
VINE7E4Y7QSTX9QAG,Nissan,Altima,2014,1.8,Diesel,53766.51
VIN95E42ZMFNK421H,Tesla,Model Y,2023,0.088483979,Electric,
VINN3BIRHOXPHS8B0,Ford,F-150,2000,3.1,Petrol,40506.24
VINAIZCYOLW44P8R4,Tesla,Model X,2005,0.082667897,Electric,44562.21
VINGI6LF4RLRWIRCK,Hyundai,Ioniq,2000,1.9,Hybrid,36393.01
VINZG8XL2J19H5UEC,Chevrolet,Malibu,2022,3.2,Petrol,30463.45
VINXZ2JB3DP7E8LH6,Audi,Q5,2021,1.1,Diesel,48873.57
VIN0Q8SXT91FD1GFH,BMW,3 Series,2005,3.1,Hybrid,35047.82
VIN5OEO8VYTK6NJK3,Nissan,Altima,2020,2.5,Hybrid,44991.15
VINEV6ODQ01SEJXYF,BMW,5 Series,2009,1.5,,32619.31
VINU0L3T1VM00MIQY,BMW,3 Series,2010,2.2,Hybrid,36619.64
VINZKPLPTATHQV8I6,Volkswagen,ID.3,2022,0.096000389,Electric,71539.45
VINYJBXKQQVSSEB9G,Chevrolet,Equinox,2022,1.4,Petrol,49248.18
VIN4DS32LQNADAZIO,Audi,Q5,2019,1.6,Petrol,53044.71
VINKCN58L68AGJJZN,Volkswagen,Passat,2013,2.4,Petrol,50517.98
VIN85WRGDEDS0ODQS,Tesla,Model S,2018,0.081300598,Electric,31819.26
VINSO6KDY30I4HTK4,Volkswagen,ID.4,2007,0.063328932,Electric,
VINTOHO6SIL9CCLFW,Tesla,Model Y,2018,0.098438847,Electric,
VIN5LSFEH2U1H6DJZ,Audi,Q5,2000,1.7,Petrol,44230.82
VINZG5MP3CYX6BBL6,Volkswagen,ID.3,2019,0.080468568,Electric,66228.75
VIN6HELRO3TFYY03I,Hyundai,Santa Fe,2008,1.6,Petrol,53414.15
VINEZ0CTQ8CU1LRDT,Toyota,Prius,2006,2.4,Hybrid,43847.37
VINZPSSJ3LFJ8RW10,Hyundai,Kona Electric,2020,0.09492137,Electric,68577.76
VINUUMRR4NG20TEQB,Volkswagen,Passat,2014,1.5,Hybrid,43081.85
VIN99TTPI3NRATD66,Toyota,Corolla,2019,1.1,Hybrid,25060.73
VINBJE1TTD482R5J6,Hyundai,Elantra,2011,2.9,Diesel,51068.46
VINJMLS0KT8LU46N0,Chevrolet,Bolt EV,2002,3.1,Hybrid,41653.27
VINLFFOHQ57UTU4O9,Tesla,Model 3,2006,0.033328179,Electric,57792.66
VINTQS8M8D133EL8D,Tesla,Model Y,2007,0.027248877,Electric,49985.46
VINUB3C1CLJETWNK9,Toyota,Highlander,2009,1.7,Diesel,21572.74
VINKWD37XDRDV0Q3M,Audi,A4,2016,2.5,Diesel,56493.35
VINO3JTCL1HQKSZDM,Mercedes-Benz,GLC,2002,3.2,Petrol,56093.36
VINZORYEIRVMN40JL,Volkswagen,ID.4,2021,0.0247599,Electric,
VINUHNPWBR15DWZX0,Ford,Mustang,2013,2.3,Hybrid,32339.01
VIN7I4GZLXDDXXLAF,Nissan,Rogue,2014,3.2,Petrol,30084.21
VINIP8MAJASSLNNRV,Toyota,Highlander,2016,2.9,Diesel,53865.79
VINPT225FCWDJR9BF,Audi,e-tron,2019,3.5,Electric,38625.66
VIN6VUHSVATLOP87R,Chevrolet,Bolt EV,2022,2.9,Diesel,53561.25
VINLME23MY5F5ZZK1,Toyota,Corolla,2011,1.4,Hybrid,34152.33
VIND7CW0YNITXYRX6,BMW,X3,2008,1.6,Hybrid,25835.73
VIN5VZVQDV6S7SJ6S,Ford,Focus,2016,2.2,Petrol,56508.72
VIN74SJJV5V3KWP3U,Tesla,Model S,2020,0.084221142,Electric,53051.47
VIN0NS7EYA98MIIG4,Chevrolet,Bolt EV,2023,1.1,Hybrid,29012.6
VINVZLGD42JRXT4DA,Audi,e-tron,2021,2.5,Electric,32811.46
VINSWQ3SSY8SR782X,Hyundai,Kona Electric,2019,0.009111671,Electric,67411.79
VINLVODBJLUDGOCSQ,BMW,3 Series,2009,3.3,,42752.6
VINP07I2SZO47P2FP,Nissan,Altima,2017,3.1,Diesel,35306.82
VINXOW8X01BYZHGRW,Ford,Explorer,2017,2.2,Petrol,23876.3
VINSYXMLW4UR21KWP,Chevrolet,Bolt EV,2019,1.7,Diesel,26156.44
VINGTO3Y8YPZV5YYD,Ford,Mustang,2022,1.4,Petrol,43386.14
VINV0O91HI2CLPTVU,Chevrolet,Bolt EV,2011,1.7,Diesel,43578.49
VINB0I8BJYJRCB7BS,Nissan,Sentra,2010,1.6,Diesel,25429.29
VINZVV47ON3Q6R15D,Hyundai,Elantra,2021,1.7,Diesel,35045.41
VIN3O8P420NBAKF7R,BMW,X5,2022,3.4,Petrol,34995.81
VINU4YR3S0FSBK4F3,Tesla,Model Y,2013,0.083369056,Electric,38071.89
VIN5VMCBWU1NNFYE9,Volkswagen,ID.4,2011,0.027184933,Electric,43221.14
VINQTESC0N3CMP1ND,Tesla,Model X,2012,0.072833914,Electric,33721.1
VINQRNE13FW02KVOP,BMW,X3,2001,2.6,Diesel,32495.26
VINIBWLWU0TAYGINS,Tesla,Model S,2007,0.072316593,Electric,72829.62
VINDHWNRDNTDN69IW,Audi,e-tron,2018,1,Electric,38115.89
VINJLI8F4DEXSWMLX,Chevrolet,Equinox,2005,1.6,Diesel,57947.87
VINJZJRUUVP35DU7G,Chevrolet,Malibu,2013,3,Petrol,29571.98
VINZABLF4EGAGZSH3,Volkswagen,Passat,2006,2.1,Petrol,57679.38
VIN36SC5OH6IH3KQ9,Toyota,Camry,2003,1.6,Petrol,54516.06
VINY8WUX7M6IRK1JL,Volkswagen,Golf,2017,3,Petrol,40816.28
VINL0R9Z7TBUFQLN7,Volkswagen,ID.3,2019,0.052004433,Electric,76285.51
VIN49W0PRSLFNTRRN,Nissan,Altima,2014,3.2,Diesel,38516.01
VINJ5BFDW6NMAD737,Mercedes-Benz,EQC,2019,0,Electric,52153.46
VINNUOL22NJYDCLSJ,BMW,3 Series,2012,2,Petrol,55059.74
VINEPDLWV2BPLI1HA,Audi,Q5,2009,1.6,Hybrid,27683.29
VINPKAMH29FQMBDNQ,Audi,e-tron,2022,1.9,Electric,59026.87
VINPNMATX7S7F5WLC,Hyundai,Kona Electric,2022,0.091327494,Electric,48078.01
VINA2YUM6T5LL52KG,Nissan,Leaf,2013,1,Electric,26720.85
VINX8R9JU4VB6P4R4,BMW,X5,2006,3,Petrol,50287.64
VINV8WUAJ20UF96JY,Chevrolet,Equinox,2010,3.1,Petrol,38035.15
VINRC5VAC5U8NI2GC,Hyundai,Elantra,2014,2.4,Diesel,41938.01
VINRYTMTEM35FV82U,Volkswagen,ID.4,2001,0.0348303,Electric,55986.18
VINHAENNIL5DEDZS1,Chevrolet,Equinox,2021,1.6,Diesel,46689.56
VINAANIZV8S973H83,Mercedes-Benz,E-Class,2002,2.1,Hybrid,33279.89
VINTXSPRW0YCYCGIM,Chevrolet,Malibu,2020,2.3,Diesel,41858.56
VIN0K2Q1FQKZ8F1RN,Hyundai,Kona Electric,2018,0.025183167,Electric,71736.73
VIN9YSRED6Z9068SJ,Toyota,Corolla,2003,1.7,Petrol,32449.55
VIN0EYN0RC9M64O1N,Toyota,Prius,2021,2,Hybrid,38607.98
VINRA88JT7LJ4ZRQ3,BMW,3 Series,2011,2.6,Petrol,
VINVP72EQJVBGYBKV,Hyundai,Kona Electric,2018,0.042194609,Electric,62512.48
VIN41NCPT8QX9H1FE,Nissan,Rogue,2003,3.1,Petrol,35130.47
VINO1AWUWN7GC6VWR,Volkswagen,ID.4,2014,0.003948463,Electric,
VINXKQ6LB8I2WH0U8,Nissan,Leaf,2020,3.1,Electric,49842.29
VINLD9EIXRSZHV6S8,Audi,Q5,2002,1.5,Petrol,24867.02
VINVZ9136MUOCMXTO,Hyundai,Santa Fe,2004,1.3,Hybrid,46600.9
VINL6D9VSVLASIYBN,Hyundai,Elantra,2021,2.7,Petrol,
VINL4T4TVX47ZJHC3,Hyundai,Santa Fe,2003,3,Diesel,39347.96
VINJ2SR8HRF6PWMXI,Audi,A3,2019,2.3,Diesel,43832.91
VIN8BZYZYFY9N3Z1H,BMW,X3,2022,1.7,Petrol,24782.48
VINJ1BX6Z0AHCL934,Tesla,Model X,2016,0.087090678,Electric,69464.74
VINCRM62CDOZ5R88G,Ford,Explorer,2013,3.2,Petrol,42814.36
VINZCANW6SYOL78A9,Ford,F-150,2001,3.4,,32422.44
VIN9P4USIAPEMWTLN,Ford,Focus,2015,3.3,Petrol,26960.25
VINJ06ILWTS1T4GW9,Hyundai,Santa Fe,2013,3,Hybrid,34448.49
VINEYI6GDAHO3C0SH,Mercedes-Benz,C-Class,2001,2.7,Petrol,33975.9
VINJR8BTS7PAP5PM2,Nissan,Altima,2013,1.6,Hybrid,46658.86
VINET2O7CFSSISE9B,Tesla,Model 3,2005,0.08848395,Electric,73943.89
VINY0QOZT4ZSF9F6J,Tesla,Model X,2005,0.077691849,Electric,44297.61
VIN1TKIQTGQFA329W,Nissan,Altima,2000,2,Petrol,35314.28
VINDFDLPQL4H4SZ55,Tesla,Model 3,2016,0.020134983,Electric,55947.22
VINY6PYT4LSIIUV7S,Mercedes-Benz,E-Class,2004,2.4,Petrol,54333.54
VINWKXFO8PQ17J9V7,Mercedes-Benz,C-Class,2016,2.3,Hybrid,29850.47
VINQ81DI006GLFDHO,Mercedes-Benz,C-Class,2012,1.5,Hybrid,49441.28
VIN8QSO8VXWK23CI4,Chevrolet,Bolt EV,2007,1.7,Diesel,44098.01
VINC7ALOD5411LKQ0,Hyundai,Santa Fe,2016,2.2,Diesel,30605.09
VINLGX7S5FGW4WKNS,Nissan,Rogue,2005,2.9,Hybrid,
VIN902QKQ5YOWRNS7,BMW,3 Series,2011,1.1,Petrol,31844.74
VIN8P4KOS9RRI2HWN,Chevrolet,Cruze,2011,3,Petrol,35686.25
VIN9QUWIJOJCPOCFO,Mercedes-Benz,E-Class,2007,1.5,Diesel,26699.44
VINSYS1YI4W1VJDHQ,Chevrolet,Bolt EV,2003,2.8,,38120.83
VIN373FGT0ZCYGRZ7,Audi,Q5,2002,1.1,Hybrid,45153.79
VINQIO1A4Z9H7AH40,Chevrolet,Equinox,2021,1.1,Diesel,41979.59
VIN8V2TLPQ00RJ56T,BMW,5 Series,2010,2.3,Petrol,25100.27
VINFSGJEK4JGJ9KZY,Mercedes-Benz,C-Class,2016,2.8,Hybrid,38510.64
VINI475NQKIVR3HF7,Audi,e-tron,2022,2.1,Electric,45201.55
VINS44DPXW3FI0O8A,Audi,Q5,2015,1.9,Hybrid,30290.58
VIN0PMEJQCTK11M70,Toyota,Prius,2007,2.8,Hybrid,44897.45
VIN5PK2QCBVA777V3,Tesla,Model 3,2015,0.02721974,Electric,72000.34
VIN38ETPSQDSZYNN7,Ford,Explorer,2002,3,Petrol,57212.34
VINZ1PA5C7OFJAE6C,Chevrolet,Malibu,2012,3,Petrol,57151.74
VIN2KWH0IN0H512UO,Nissan,Sentra,2009,1.4,Petrol,20656.29
VINHA1IWO6NXRZOAJ,Volkswagen,Golf,2007,1.7,Petrol,46451.49
VIN9J7QRBQWAS5SLG,Mercedes-Benz,C-Class,2014,2.8,Diesel,30940.11
VIN8TJP2SB5VTPZ1S,Audi,e-tron,2019,3.2,Electric,31549.55
VINA0OIVFJ9D0B6C7,Volkswagen,Golf,2016,2.3,Petrol,35854.54
VINSL0G6KZD35MU1K,Ford,F-150,2001,3.3,Diesel,36134.65
VINQPE2RJZT1DBVHQ,Tesla,Model Y,2002,0.074697865,Electric,76111.42
VINXFG99K4WOWFJLP,Ford,Focus,2009,3.3,Hybrid,26277.71
VINTEHL1M674VIGD7,Toyota,Highlander,2023,1.7,Petrol,32158.87
VINXWRV5XTLXWUZ0B,Toyota,Corolla,2014,2.6,Hybrid,49091.79
VIN9KH3V9ERZYOJJL,Hyundai,Elantra,2013,1,Hybrid,30854.04
VIN3UJEDZOS4NJREP,Chevrolet,Equinox,2018,2.5,Petrol,43539.36
VINXLOEHC75X2ZPMB,BMW,X3,2014,2,Hybrid,41114.2
VINWTVI99IHIB0BA1,Tesla,Model Y,2002,0.019483475,Electric,65819.51
VIN3XQTB4ZULPSZJ3,Nissan,Sentra,2010,1,Hybrid,43288.26
VINM3GPMX89G74OY6,Toyota,Corolla,2003,1.7,Petrol,52935.29
VINYJG63SPBVD95VS,Audi,A3,2021,1.2,Petrol,51390.98
VIN1U0ZXC3IEKKJ14,BMW,3 Series,2015,1.7,Petrol,39170.39
VINPU8CIV9Q8RLV73,Volkswagen,ID.4,2023,0.00454147,Electric,63191.99
VINZ6HM9JCNHW739V,Toyota,Corolla,2010,2.3,Diesel,32311.74
VINZ7GHWZD7EPHRFF,Volkswagen,Passat,2005,2.1,Diesel,53470.38
VINOIXTQF556YI4K9,Mercedes-Benz,E-Class,2010,2.7,Petrol,29047.38
VINLOKVB1XIX9CKGS,Hyundai,Ioniq,2021,1.1,Diesel,54927.57
VINO92UW116MMPBNK,Mercedes-Benz,GLC,2021,1.2,Hybrid,47740.13
VINS8USJ2WO9J6PUW,Ford,F-150,2019,1.6,Hybrid,42752.78
VINZDCJPEH5BOGQG7,Chevrolet,Cruze,2015,1.7,Petrol,56443.17
VINHDO7WHAF1GPQJA,Volkswagen,ID.4,2004,0.029191739,Electric,44849.13
VINRMZHJZATRON55A,Nissan,Rogue,2018,2,Hybrid,42803.48
VINAL16VCKIAFVDSN,Toyota,Highlander,2007,1.5,Petrol,54390.41
VINH4ZMD7GLHJMS1R,Hyundai,Ioniq,2018,2.3,Petrol,41626.71
VINYZTXJ7L6Q8N4AM,Toyota,Camry,2005,3.5,Petrol,40591.34
VINPOI7315RJPWU2U,Volkswagen,ID.3,2022,0.046284831,Electric,66531.45
VIN28PSXZA9M4UQQF,Nissan,Altima,2005,2.5,Petrol,37244.16
VINLB55IU8ANR9LCU,Mercedes-Benz,EQC,2019,0,Electric,47230.36
VIN66IRWEEO9Q1RL4,Hyundai,Kona Electric,2019,0.028528332,Electric,35998.83
VINBPPFJNBC8BRA4S,BMW,5 Series,2011,1,Petrol,47911.14
VINJGXEZG6HARSG56,Volkswagen,Golf,2011,2.5,Petrol,28996.44
VIND1M3RPYXV6UV4N,Mercedes-Benz,EQC,2019,0,Electric,40180.52
VIN7XIF6K4BEILYRK,Mercedes-Benz,E-Class,2004,2.2,Diesel,36111.68
VINNUUWUGQ11XEONI,Hyundai,Ioniq,2019,1.8,Petrol,21555.83
VINF8Y4X82C7WJF21,Audi,Q5,2017,1.1,Hybrid,38905.52
VINJDCA030YHNLQUL,Hyundai,Santa Fe,2013,3.3,Diesel,30989.65
VINLTGRESFPGONLRW,Chevrolet,Equinox,2014,3.1,,47552.24
VIND6MTFH2686JQ5T,Nissan,Leaf,2017,3.2,Electric,27583.34
VIN8YG62LPI9Q6DPW,Nissan,Altima,2015,2.1,Petrol,39056.84
VINT5XIQA21SER4V8,Tesla,Model 3,2014,0.091724117,Electric,76523.44
VINGMZ53M8S0LNY9T,Nissan,Leaf,2013,1.4,Electric,31784.36
VIN200J3QIJEM576L,Hyundai,Santa Fe,2003,1.7,Hybrid,38798.1
VINOD4PEHYSHICRPT,Audi,e-tron,2022,2.5,Electric,39727.24
VINAFAUVX0M92SLMT,Toyota,Corolla,2017,3.3,Petrol,44063.47
VINELTOS8XR4KPEFY,Volkswagen,Passat,2014,1.3,Diesel,25503.63
VINH1OI94VJTL94SX,Nissan,Sentra,2003,2.7,Petrol,55943.71
VINL1Y5MX9CAH6YZO,Nissan,Leaf,2012,2.6,Electric,28692.9
VINPQAASDJDHFNRKR,Audi,A4,2019,2.3,Diesel,59449.67
VINAKTEY674ST0ADO,BMW,3 Series,2021,1.3,Petrol,46542.89
VINEQ5YXRIM0QMOHM,Chevrolet,Bolt EV,2018,1.9,Diesel,47528.78
VINNJJSWJ47TYFWSX,Audi,e-tron,2018,1.6,Electric,47326.52
VINU353VPFC7HJ8XH,Ford,F-150,2008,1.3,Diesel,33312.36
VIN65GJLQVJMDVLPX,Volkswagen,ID.4,2014,0.005542702,Electric,57485.72
VINKB9SB22EVRLTIA,Volkswagen,ID.3,2020,0.064655671,Electric,47485.46
VINGHRXFW2OJKIDXM,BMW,X5,2013,1.8,Diesel,48219.13
VINYMXLTR7FR4ANCW,Tesla,Model Y,2021,0.076677895,Electric,78949.11
VINIZFLKEUNSCSW05,Mercedes-Benz,EQC,2019,0,Electric,21913.31
VINUIGJNWPWXH33TZ,Volkswagen,Golf,2003,1.5,Petrol,57036.06
VINXJRP7JU0CMIZ8K,Mercedes-Benz,EQC,2019,0,Electric,27992.57
VIN7AS66AJ2LQW3UL,Nissan,Altima,2005,3.2,Hybrid,27623.48
VINY84WQB3PCM244Q,Ford,F-150,2022,2.1,Hybrid,38227.28
VINCD3J4C9MJ87OUO,Mercedes-Benz,GLC,2005,2.9,Hybrid,45955.01
VINO0AB884RI00LMJ,Toyota,Corolla,2005,1.9,Diesel,29216.37
VINGDZ0I0IE0K5Z6X,Nissan,Leaf,2016,2,Electric,34053.25
VIN9LH7IMBYKILLDV,Toyota,Prius,2017,2.4,Hybrid,47722.64
VINCZQL4FKEB8MQOH,Tesla,Model 3,2019,0.085420464,Electric,74165.66
VIN7TY0P1G8MDWZ3F,Nissan,Sentra,2004,1.4,,38226.47
VINDU0CSLWWCJSHRR,BMW,X3,2001,3.5,Hybrid,48675.25
VINDKUJL0P36D0SP5,Audi,e-tron,2020,1.8,Electric,20019.94
VINXUTJU8Q57QUFPG,Tesla,Model 3,2014,0.040552237,Electric,56771.71
VIN22AX3K524ZCH7U,Hyundai,Santa Fe,2020,3.1,Hybrid,25003
VINCOHS8NXR3JHJ8K,Nissan,Leaf,2014,1.7,Electric,21419.9
VINCS7OV3XRPW8YRX,Mercedes-Benz,C-Class,2002,2.1,Petrol,58948.99
VINPUICRSVWYD0KJ0,Mercedes-Benz,C-Class,2011,2.6,Hybrid,29222.03
VIN1OQNGLKX7ZNDZ9,Volkswagen,Golf,2009,1.1,Hybrid,26823.38
VINV48HDHI03618A0,Tesla,Model 3,2017,0.020313141,Electric,65271.45
VIN51FJEH6HSOCGM3,Chevrolet,Equinox,2022,2.1,Diesel,35936.65
VIN7YLP8OJHL58WBU,Nissan,Rogue,2012,3,Hybrid,31020.63
VINV0ECFQO1I97DQB,Hyundai,Elantra,2009,1.3,Petrol,36156.37
VINKYTN77EXT6KVRL,Nissan,Sentra,2018,2.3,Diesel,41944.36
VINAH4H4JLTRU5CAP,Hyundai,Kona Electric,2019,0.025873349,Electric,75411.2
VINYG2WGDQ6PZ84BU,Toyota,Camry,2020,2.4,Diesel,20982.48
VINYBD3NUZ1S8PXLV,Hyundai,Elantra,2021,3.2,Petrol,53099.87
VINNDXYX0ENF68OHN,BMW,X3,2007,2.2,Petrol,27462.1
VINOBGHQUWR8STWHF,Chevrolet,Equinox,2014,1.3,Hybrid,32787.33
VINGWMXX61WAXKW3Z,Hyundai,Elantra,2017,2.5,Diesel,36679.38
VINNHU3N5S0MMPLJT,Toyota,Camry,2023,1.7,Petrol,53148.58
VINQLGU6R78AHI388,Audi,A3,2020,2.9,Petrol,25467.71
VINUFKVX85GJVB8PY,BMW,3 Series,2021,3.1,Diesel,45841.54
VIN6YCTMKVAWHBUGD,Ford,Mustang,2003,1.3,Diesel,39535.11
VINBF8ISCNW10DE4L,Toyota,Prius,2013,2.5,Hybrid,40386.17
VINB1WQ9FDBS1HQNE,Audi,e-tron,2019,3,Electric,26310.76
VINCQCZJX2L4KGF5Z,Nissan,Leaf,2021,2.9,Electric,20446.25
VIN2TFFBHZV4ZL0T8,Chevrolet,Malibu,2000,1.7,Hybrid,46170.76
VIN338N1W9Y759E5M,Tesla,Model Y,2007,0.025993146,Electric,47735.35
VINSOGWW0AI4KQTP1,Tesla,Model S,2005,0.083062825,Electric,34794.38
VINGCMA5XI6NA2A1O,Tesla,Model Y,2023,0.088919991,Electric,78703.36
VINMAW6LIMP2BD87D,Ford,Mustang,2002,2.8,Diesel,22627.41
VINEA3WP3MW93GAAT,Nissan,Sentra,2008,3.4,Hybrid,48792.82
VINTVXA7JDH225I2N,BMW,3 Series,2021,2,Petrol,32483.5
VINO1ST88THUODKOS,Tesla,Model 3,2016,0.094830663,Electric,79609.06
VINK9YCZRNBE46VT6,Audi,Q5,2009,1.3,Hybrid,26379.14
VINBWBOHGLRU004I1,Chevrolet,Cruze,2001,1.1,Diesel,56960.18
VINKYQZ6LYNFFL1K5,BMW,X3,2009,1.8,Diesel,42358.11
VINJCKLEH1HKGTAOE,Audi,A4,2022,1.5,Diesel,38383.49
VINDDH1PIANUE3EQH,Tesla,Model 3,2016,0.091881611,Electric,45780.34
VINPKYW4UPHT96KO9,Chevrolet,Equinox,2000,2,Diesel,23090.28
VINJJHNARKV5SEL8H,Ford,F-150,2017,3.2,Diesel,35298.07
VIN8NJO2RMX3Z2V9W,BMW,3 Series,2005,1.3,Petrol,51453.95
VINIGI8NJM3Q1A07I,Hyundai,Kona Electric,2022,0.027487466,Electric,46352.7
VINGQGZ3TSNW27Q23,Volkswagen,Golf,2021,2.3,Diesel,46676.88
VINGWSJAXBPIXRLX1,Nissan,Leaf,2011,1.4,Electric,41268.11
VINTVH4VIS6RVTAXZ,Hyundai,Santa Fe,2020,3.2,Diesel,55376.51
VINB8VLLDLQBPEB7I,Audi,A3,2005,3,Diesel,33341.89
VIN7PNM304OW380CY,Toyota,Highlander,2005,3.2,Diesel,36678.21
VIN8Z8LFS67RY3C9N,Ford,Focus,2012,2.4,Hybrid,26387.37
VINVX3A80OENEU65F,Ford,Explorer,2003,3.4,Hybrid,33776.39
VIN5PULKD3KVGF1QC,Ford,Mustang,2015,1.7,Petrol,43553.11
VIN35ND50LDTZL53Y,Chevrolet,Malibu,2008,1.2,Petrol,39820.66
VINS00GF4ZRGI9SD5,Chevrolet,Equinox,2010,3,Hybrid,36263.42
VINTCRTWKI36A1KDV,Nissan,Sentra,2010,2,Diesel,42993.69
VINQU5Y4YZJQD9I7Y,Mercedes-Benz,GLC,2008,3,Hybrid,38811.51
VINCWZME10J9F24SW,BMW,3 Series,2004,3.2,Hybrid,45436.68
VINZYKZZ7045UADXD,Nissan,Leaf,2012,1.4,Electric,58583.81
VINOZSS9OLH1DVJ9K,Chevrolet,Equinox,2001,2.3,Diesel,58843.2
VINJZ44XHRMNP4J6M,Toyota,Camry,2022,2.1,Diesel,52002.96
VINUG3OUPN8L1ZMEK,BMW,X3,2021,1.7,Hybrid,32360.14
VIND2LRAXA2CAJQTK,Toyota,Camry,2021,3.2,Diesel,34732.73
VIN97X2MJFIQ2A147,Hyundai,Ioniq,2002,1.6,Petrol,40229.83
VIN8FJ25EQ9QUUX3L,Tesla,Model X,2009,0.065686819,Electric,43880.57
VIND60HAZYR9HR0QO,Nissan,Leaf,2022,2.6,Electric,51637.5
VINKXRY5Z9UDH8O6G,Hyundai,Santa Fe,2003,1.3,Diesel,50385.54
VINHUMBBIS75OII1F,Toyota,Camry,2004,2.7,Hybrid,25801.71
VINW7FTSZU4V891UV,Tesla,Model 3,2021,0.008118399,Electric,67386.47
VIN4RBRI22D3JQGWM,Ford,Mustang,2000,1.8,Diesel,44902.65
VIN21TGG413ZF7XDF,Toyota,Camry,2023,2.5,Petrol,29733.1
VIN08EUB9O6U2IMAX,Ford,F-150,2017,3.2,Petrol,43528.37
VINYJYTF325LG208T,Toyota,Highlander,2018,2.8,Diesel,23809.24
VINIRVMAER6CV1CUW,Hyundai,Santa Fe,2000,1.2,Diesel,53416.34
VINQCHVFLTYV001MG,Chevrolet,Equinox,2018,3,Hybrid,27590.92
VINY1OPTMWMK6A6TD,Toyota,Prius,2017,1.5,Hybrid,23915.31
VIN2YWHI44CIVP29Y,Hyundai,Kona Electric,2020,0.063190034,Electric,39676.7
VINTJ20SUHX583AKN,Audi,A4,2011,1.7,Hybrid,33352.59
VIND5T1K5Y1JUXYBB,Toyota,Prius,2016,3,Hybrid,32614.86
VINBGEQMU1SF1M5MS,Ford,Focus,2015,3.3,Hybrid,41492.98
VINR2XO32EHNES8HQ,Audi,A3,2007,3.3,Petrol,27998.76
VINY8FTVIU0W5EN8O,Mercedes-Benz,C-Class,2002,1.6,Hybrid,27677.04
VINNFXDS9TS1076KL,Ford,F-150,2005,2.6,Hybrid,46115.08
VINCA9X6P0V6UHBBB,Toyota,Camry,2007,3,Diesel,48602.76
VIN1RXI3C3XF59UWZ,Mercedes-Benz,E-Class,2019,2.2,Diesel,55160.15
VINY90MG07HPZQ1IG,BMW,5 Series,2021,2.1,Diesel,42454.31
VINLGS9LOVZO9GKIJ,Mercedes-Benz,C-Class,2008,1,Petrol,39661.38
VINJBXGGPCPQWBXNM,Chevrolet,Equinox,2007,1.3,,32418.1
VINER4HTM3IE40FWR,Toyota,Corolla,2003,1.1,Hybrid,42479.83
VINKRCFP2IQBXNSH6,Chevrolet,Malibu,2013,2.3,Petrol,57049.08
